chembl_id,drug_name,class,therapeutic_uses,adverse_effects,binding_sites,target_names,target_types,mechanism_of_action,lipophilicity,synonyms
CHEMBL530,AMDINOCILLIN,Not available,bacterial disease,Not available,Not available,Bacterial penicillin-binding protein 2,SINGLE PROTEIN,Bacterial penicillin-binding protein 2 inhibitor,Not available,Not available
CHEMBL531,PERGOLIDE,Not available,cocaine dependence; Parkinson disease,cardiotoxicity (),Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL532,ERYTHROMYCIN,Not available,colorectal adenocarcinoma; Gastrointestinal hemorrhage; hepatitis C virus infection; gastroparesis; chronic lymphocytic leukemia; chronic obstructive pulmonary disease; HIV infection; non-small cell lung carcinoma; osteomyelitis; pneumonia; erectile dysfunction; bulimia nervosa; Chlamydia trachomatis infectious disease; epidermolysis bullosa; acne; bacterial disease; eye infection; Renal insufficiency; Hematemesis; gastric cancer; infection; whooping cough,Not available,23S RRNA,Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,Bacterial 70S ribosome inhibitor,Not available,Not available
CHEMBL533,IBUTILIDE,Not available,cardiac arrhythmia,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL103,PROGESTERONE,Not available,infertility; premature birth; menopause; cocaine dependence; nicotine dependence; preeclampsia; breast neoplasm; HIV-1 infection; epilepsy; pregnancy; polycystic ovary syndrome; uterine fibroid; Vulvar Lichen Sclerosus; orthostatic intolerance; cannabis dependence; placenta praevia; postpartum depression; female infertility; diabetes mellitus; hypertension; memory impairment; osteoporosis; bulimia nervosa; amenorrhea; intermediate coronary syndrome; Myocardial Ischemia; Osteopenia; Hypercholesterolemia; thrombotic disease; breast cancer; endometrial cancer; brain injury; coronary artery disease; COVID-19; hemorrhage; ovarian neoplasm; methamphetamine dependence; gliosarcoma; Alzheimer disease; type 1 diabetes mellitus; ovarian hyperstimulation syndrome; Atypical Endometrial Hyperplasia; anorexia nervosa; cervical intraepithelial neoplasia,cardiotoxicity (); vascular toxicity (); neurotoxicity (); respiratory toxicity (); carcinogenicity (),Not available,Progesterone receptor,SINGLE PROTEIN,Progesterone receptor agonist,Not available,Not available
CHEMBL13828,OXATOMIDE,Not available,allergic disease; Duchenne muscular dystrophy,Not available,Not available,Histamine H1 receptor,SINGLE PROTEIN,Histamine H1 receptor antagonist,Not available,Not available
CHEMBL534,KETOTIFEN,Not available,"fibromyalgia; eye allergy; allergic conjunctivitis; peanut allergic reaction; ""Rhinitis, Allergic, Perennial""; dyspepsia; Flexion contracture; allergic disease; COVID-19; neuropathy",Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL535,SUNITINIB,Not available,neoplasm; bladder tumor; renal cell carcinoma; non-small cell lung carcinoma; head and neck squamous cell carcinoma; hepatocellular carcinoma; metastatic prostate cancer; adenocarcinoma; melanoma; metastatic melanoma; breast neoplasm; Thymoma; pancreatic carcinoma; glioblastoma multiforme; small cell lung carcinoma; stomach neoplasm; thyroid carcinoma; Ascites; prostate adenocarcinoma; sarcoma; clear cell renal carcinoma; cholangiocarcinoma; carcinoma; acute myeloid leukemia; germ cell tumor; urogenital neoplasm; colorectal neoplasm; carcinoid tumor; nasopharyngeal neoplasm; alveolar soft part sarcoma; Ebola hemorrhagic fever; pancreatic endocrine carcinoma; gliosarcoma; colorectal carcinoma; soft tissue sarcoma; osteosarcoma; urothelial carcinoma; Fallopian Tube Carcinoma; Thymic Carcinoma; adrenal cortex carcinoma; adrenal gland pheochromocytoma; pancreatic neuroendocrine tumor; neuroendocrine neoplasm; gastric cancer; urinary bladder cancer; peritoneum cancer; fallopian tube cancer; kidney cancer; breast cancer; esophageal cancer; ovarian cancer; prostate cancer; lung cancer; brain neoplasm; papillary renal cell carcinoma; von Hippel-Lindau disease; gastrointestinal stromal tumor; cancer,Not available,Not available,Tyrosine-protein kinase receptor RET; Vascular endothelial growth factor receptor 3; Stem cell growth factor receptor; Vascular endothelial growth factor receptor 2; Macrophage colony stimulating factor receptor; Tyrosine-protein kinase receptor FLT3; Vascular endothelial growth factor receptor 1; Platelet-derived growth factor receptor alpha; Platelet-derived growth factor receptor beta,SINGLE PROTEIN,Vascular endothelial growth factor receptor 3 inhibitor; Macrophage colony stimulating factor receptor inhibitor; Vascular endothelial growth factor receptor 1 inhibitor; Tyrosine-protein kinase receptor FLT3 inhibitor; Platelet-derived growth factor receptor beta inhibitor; Vascular endothelial growth factor receptor 2 inhibitor; Platelet-derived growth factor receptor alpha inhibitor; Tyrosine-protein kinase receptor RET inhibitor; Stem cell growth factor receptor inhibitor,Not available,Not available
CHEMBL537,HYDROQUINONE,Not available,freckles; lentigo; hyperpigmentation of the skin,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL539,ACETIC ACID,Not available,drug-induced liver injury; inflammation,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL541,BENZOIC ACID,Not available,urinary tract infection,Not available,Not available,Not available,Not available,Unknown,Not available,Not available
CHEMBL542,AMINOBENZOIC ACID,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL14053,TRICHLOROACETIC ACID,Not available,acne; severe cutaneous adverse reaction,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL14060,PHENOL,Not available,cytomegalovirus infection; nephrotic syndrome; allergic rhinitis; Back pain; Varicose veins; Herpes Labialis; Pruritus; allergic disease,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL544,MEQUINOL,Not available,Not available,Not available,Not available,Tyrosinase,SINGLE PROTEIN,Tyrosinase inhibitor,Not available,Not available
CHEMBL104,CLOTRIMAZOLE,Not available,infection; HIV infection; vulvovaginal candidiasis; tinea pedis; kidney disease; oral candidiasis; folliculitis; vaginal discharge; candidiasis; bacterial vaginosis; fungal infectious disease; tinea; tinea; Pruritus; skin infection; sickle cell anemia,Not available,Not available,Cytochrome P450 51,SINGLE PROTEIN,Cytochrome P450 51 inhibitor,Not available,Not available
CHEMBL105,MITOMYCIN,Not available,neoplasm; Myopia; pterygium; sclerosing cholangitis; bladder tumor; carcinoma; head and neck squamous cell carcinoma; hepatocellular carcinoma; leukemia; mesothelioma; sarcoma; pancreatic carcinoma; non-small cell lung carcinoma; anal neoplasm; open-angle glaucoma; nasopharyngeal neoplasm; cholangiocarcinoma; Transitional Cell Carcinoma; neovascular glaucoma; colorectal carcinoma; chronic kidney disease; urothelial carcinoma; metastasis; head and neck malignant neoplasia; Corneal opacity; Esophageal stenosis; Urethral stricture; gastric cancer; urinary bladder cancer; appendix cancer; anus cancer; liver cancer; cervical cancer; biliary tract cancer; anal carcinoma; in situ carcinoma; breast cancer; lung cancer; lung neoplasm; adenocarcinoma; urinary bladder carcinoma; keratoconus; cancer; glaucoma,hematological toxicity (); nephrotoxicity (),Not available,DNA,NUCLEIC-ACID,DNA inhibitor,Not available,Not available
CHEMBL545,ALCOHOL,Not available,"infection; neuroblastoma; cirrhosis of liver; erectile dysfunction; obesity; Constipation; alcohol drinking; hypertension; acne; atrial fibrillation; benign prostatic hyperplasia; bacteriemia; chronic kidney disease; neurobehavioral manifestations; ventricular tachycardia; prediabetes syndrome; Herpes Labialis; thyroid nodule; cannabis dependence; Hyperhidrosis; Dysmenorrhea; Central Nervous System Neoplasm; Tremor; Pancreatic cysts; neutropenia; major depressive disorder; alcohol abuse; substance dependence; alcohol-related disorders; pulpitis; COVID-19; burn; Chronic pain; skin infection; endometriosis; ""cystic, mucinous, and serous neoplasm""; essential hypertension; alopecia; type 2 diabetes mellitus; alcohol dependence; large congenital melanocytic nevus; acinar cell carcinoma; pancreatic ductal adenocarcinoma; Hereditary breast and ovarian cancer syndrome",Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL546,OXPRENOLOL,Not available,cardiovascular disease,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL106,FLUCONAZOLE,Not available,"Candidemia; aspergillosis; infection; neoplasm; premature birth; cutaneous Leishmaniasis; vulvovaginal candidiasis; acute myeloid leukemia; chronic obstructive pulmonary disease; Crohn's disease; lymphoma; HIV infection; leukopenia; blastomycosis; coccidioidomycosis; cryptococcal meningitis; histoplasmosis; oral candidiasis; sporotrichosis; tinea pedis; overactive bladder; intracranial hypertension; vulvovaginitis; ""Candidiasis, Invasive""; vaginal discharge; non-alcoholic steatohepatitis; candidiasis; fungal infectious disease; vaginitis; graft versus host disease; bacterial disease; bacterial vaginosis; urinary tract infection; Respiratory Syncytial Virus Infection; Alzheimer disease; pityriasis versicolor; cancer",Not available,Not available,Cytochrome P450 51,SINGLE PROTEIN,Cytochrome P450 51 inhibitor,Not available,Not available
CHEMBL547,ISOTRETINOIN,Not available,actinic keratosis; neuroblastoma; acne; infection; HIV-1 infection; rosacea; Hodgkins lymphoma; myelodysplastic syndrome; acute myeloid leukemia; acute promyelocytic leukemia; Burkitts lymphoma; chronic myelogenous leukemia; diffuse large B-cell lymphoma; glioblastoma multiforme; leukemia; neoplasm; renal cell carcinoma; multiple myeloma; anaplastic astrocytoma; anaplastic oligodendroglioma; medulloblastoma; focal segmental glomerulosclerosis; head and neck malignant neoplasia; Juvenile Myelomonocytic Leukemia; epidermolysis bullosa; mycosis fungoides; gliosarcoma; tinea pedis; azoospermia; emphysema; ganglioneuroblastoma; brain neoplasm; Central Nervous System Neoplasm; dysplasia of cervix; Klinefelter's syndrome; childhood acute lymphoblastic leukemia; lymphoblastic lymphoma; kidney cancer; cervical cancer; mixed glioma; prostate cancer; lung cancer; ichthyosis; COVID-19; oligodendroglioma; Alzheimer disease; Wilms tumor; breast cancer,teratogenicity (),Not available,Retinoic acid receptor,PROTEIN FAMILY,Retinoic acid receptor agonist,Not available,Not available
CHEMBL14376,ILOPERIDONE,Not available,liver disease; post-traumatic stress disorder; psychosis; bipolar I disorder; schizophrenia,psychiatric toxicity (),Not available,Serotonin 2a (5-HT2a) receptor; Dopamine D2 receptor,SINGLE PROTEIN,Dopamine D2 receptor antagonist; Serotonin 2a (5-HT2a) receptor antagonist,Not available,Not available
CHEMBL548,DINOPROSTONE,Not available,pain; pregnancy; incomplete abortion; fetal growth restriction; benign muscle neoplasm,Not available,Not available,Prostaglandin E2 receptor,PROTEIN FAMILY,Prostaglandin E2 receptor agonist,Not available,Not available
CHEMBL278020,NEOSTIGMINE,Not available,morbid obesity; pain; hypospadias; post operative nausea and vomiting; burn; breast cancer; Headache; gastroparesis; post-operative sign or symptom; glaucoma,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL14370,REBOXETINE,Not available,unipolar depression; pain; attention deficit hyperactivity disorder; anxiety; fibromyalgia; Dementia; diabetic neuropathy; major depressive disorder; depressive disorder; post-traumatic stress disorder; schizophrenia; Fatigue,Not available,Not available,Norepinephrine transporter,SINGLE PROTEIN,Norepinephrine transporter inhibitor,Not available,Not available
CHEMBL549,CITALOPRAM,Not available,unipolar depression; stroke; acute coronary syndrome; cocaine dependence; autism spectrum disorder; irritable bowel syndrome; obsessive-compulsive disorder; panic disorder; anxiety; opioid dependence; Dementia; Agitation; major depressive disorder; alcohol abuse; depressive disorder; schizophrenia; Parkinson disease; alcohol dependence; bipolar disorder,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL550,PILOCARPINE,Not available,Urinary incontinence; open-angle glaucoma; xerostomia; ocular hypertension; presbyopia; Sjogren syndrome; Miosis; angle-closure glaucoma; dry eye syndrome; Myopia; glaucoma,Not available,Not available,Muscarinic acetylcholine receptor M3; Muscarinic acetylcholine receptor M1,SINGLE PROTEIN,Muscarinic acetylcholine receptor M1 agonist; Muscarinic acetylcholine receptor M3 agonist,Not available,Not available
CHEMBL107,COLCHICINE,Not available,"aphthous ulcer; acute coronary syndrome; gout; Behcet's syndrome; vascular disease; diabetic nephropathy; chronic hepatitis C virus infection; myocardial infarction; atrial fibrillation; pericarditis; cirrhosis of liver; cardiac arrhythmia; proliferative vitreoretinopathy; Postpericardiotomy Syndrome; primary biliary cirrhosis; heart disease; vasculitis; ST Elevation Myocardial Infarction; severe acute respiratory syndrome; lung disease; cholangiocarcinoma; viral pneumonia; prostate cancer; coronary artery disease; heart failure; chronic kidney disease; Non-ST Elevation Myocardial Infarction; COVID-19; hypertension; intracranial hemorrhage; neoplasm; urogenital neoplasm; atherosclerosis; coronavirus infectious disease; amyotrophic lateral sclerosis; asthma; familial Mediterranean fever; cardiovascular disease; multiple myeloma; ischemia reperfusion injury; ""osteoarthritis, knee""; myocarditis",Not available,Binds to beta tubulin,Tubulin,PROTEIN COMPLEX GROUP,Tubulin inhibitor,Not available,Not available
CHEMBL553,ERLOTINIB,Not available,neoplasm; head and neck squamous cell carcinoma; pancreatic carcinoma; non-small cell lung carcinoma; leukemia; psoriasis; squamous cell carcinoma; ependymoma; myelodysplastic syndrome; mouth neoplasm; chronic hepatitis C virus infection; polycythemia vera; carcinoma; hepatocellular carcinoma; acute myeloid leukemia; bronchoalveolar adenocarcinoma; clear cell renal carcinoma; germ cell tumor; glioblastoma multiforme; mesothelioma; renal cell carcinoma; anaplastic astrocytoma; anaplastic oligodendroglioma; esophageal carcinoma; large cell lung carcinoma; pancreatic neoplasm; ovarian neoplasm; nasopharyngeal neoplasm; head and neck malignant neoplasia; Ebola hemorrhagic fever; Thymoma; rectum cancer; gliosarcoma; colorectal carcinoma; Familial adenomatous polyposis; lung adenocarcinoma; melanoma; multiple myeloma; pharynx cancer; gastrointestinal disease; diffuse intrinsic pontine glioma; Central Nervous System Neoplasm; neuroendocrine neoplasm; urinary bladder cancer; brain cancer; fallopian tube cancer; kidney cancer; liver cancer; skin cancer; biliary tract cancer; mixed glioma; childhood ependymoma; breast cancer; esophageal cancer; ovarian cancer; prostate cancer; lung cancer; pilocytic astrocytoma; subependymal giant cell astrocytoma; carcinoma of liver and intrahepatic biliary tract; malignant colon neoplasm; lung neoplasm; hematopoietic and lymphoid cell neoplasm; metastasis; Malignant Pancreatic Neoplasm; cancer,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL554,LAPATINIB,Not available,neoplasm; head and neck squamous cell carcinoma; breast carcinoma; breast neoplasm; chronic kidney disease; melanoma; squamous cell carcinoma; non-small cell lung carcinoma; adenocarcinoma; colorectal adenocarcinoma; renal cell carcinoma; pancreatic carcinoma; brain disease; Pituitary Gland Adenoma; colorectal carcinoma; thyroid carcinoma; esophageal squamous cell carcinoma; soft tissue sarcoma; breast ductal adenocarcinoma; head and neck malignant neoplasia; gastric cancer; brain cancer; peritoneum cancer; cervical cancer; breast cancer; esophageal cancer; ovarian cancer; prostate cancer; endometrial cancer; head and neck neoplasia; glioma; urinary bladder carcinoma; HER2 Positive Breast Carcinoma; cancer,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL15023,TRIFLUPERIDOL,Not available,psychosis,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL108,CARBAMAZEPINE,Not available,epilepsy; partial epilepsy; Glossopharyngeal Nerve Diseases; trigeminal neuralgia; HIV infection; cocaine dependence; anxiety; Chemotherapy-induced nausea and vomiting; Dementia; Seizure; hepatitis B virus infection; depressive disorder; photosensitive epilepsy; bipolar I disorder; schizophrenia; bipolar disorder; Parkinson disease; COVID-19,hematological toxicity (); dermatological toxicity (),Not available,Sodium channel alpha subunit,PROTEIN FAMILY,Sodium channel alpha subunit blocker,Not available,Not available
CHEMBL15245,YOHIMBINE,Not available,post-traumatic stress disorder; cocaine dependence; orthostatic hypotension; cannabis dependence; orthostatic intolerance; erectile dysfunction; opioid use disorder; type 2 diabetes mellitus; Parkinson disease; alcohol dependence,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL109,VALPROIC ACID,Not available,epilepsy; pancreatic carcinoma; sarcoma; HIV infection; Proximal spinal muscular atrophy type 3; complex partial epilepsy; head and neck squamous cell carcinoma; melanoma; thyroid neoplasm; neuropathic pain; androgenetic alopecia; non-small cell lung carcinoma; injury; chronic lymphocytic leukemia; myelodysplastic syndrome; acute myeloid leukemia; Burkitts lymphoma; chronic myelogenous leukemia; diffuse large B-cell lymphoma; glioblastoma multiforme; leukemia; lymphoma; neoplasm; small cell lung carcinoma; ovarian carcinoma; anaplastic astrocytoma; medulloblastoma; nasopharyngeal neoplasm; anxiety; head and neck malignant neoplasia; tropical spastic paraparesis; Mantle cell lymphoma; colorectal carcinoma; soft tissue sarcoma; Dementia; HIV-1 infection; spinal muscular atrophy; status epilepticus; Central Nervous System Neoplasm; Seizure; Generalized non-motor (absence) seizure; Shock; urinary bladder cancer; breast cancer; prostate cancer; lung cancer; depressive disorder; malignant glioma; brain neoplasm; Alzheimer disease; schizophrenia; migraine disorder; childhood absence epilepsy; progressive supranuclear palsy; retinitis pigmentosa; mitochondrial disease; partial epilepsy; bipolar disorder; cancer,hepatotoxicity (); teratogenicity (); gastrointestinal toxicity (),Not available,Succinate semialdehyde dehydrogenase,SINGLE PROTEIN,Succinate semialdehyde dehydrogenase inhibitor,Not available,Not available
CHEMBL277100,TEMAFLOXACIN,Not available,bacterial disease,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL110,BENZNIDAZOLE,Not available,American trypanosomiasis; trypanosomiasis; Leishmaniasis; Chagas disease,Not available,Not available,Not available,Not available,Unknown,Not available,Not available
CHEMBL556,DEFEROXAMINE,Not available,Beta-thalassemia; intracerebral hemorrhage; subarachnoid hemorrhage; hemochromatosis; diabetic foot; Thalassemia; Acute kidney injury; Ischemic stroke; COVID-19; hepatocellular carcinoma; leptomeningeal metastasis; breast cancer; sickle cell anemia,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL558,MEXILETINE,Not available,irritable bowel syndrome; cardiac arrhythmia; myocardial infarction; sudden cardiac arrest; ventricular fibrillation; Chronic pain; Steinert myotonic dystrophy; Charcot-Marie-Tooth disease; myotonic dystrophy; blepharospasm,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL559,DEXTROTHYROXINE,Not available,cardiovascular disease; Down syndrome,Not available,Not available,Thyroid hormone receptor,PROTEIN COMPLEX,Thyroid hormone receptor agonist,Not available,Not available
CHEMBL111,RIMONABANT,Not available,obesity; cardiovascular disease; metabolic syndrome; Hepatic steatosis; nicotine dependence; pain; smoking cessation; alcohol drinking; prediabetes syndrome; Disorder of lipid metabolism; cannabis dependence; Weight loss; coronary atherosclerosis; arteriosclerosis; Spinal cord injury; type 2 diabetes mellitus; Prader-Willi syndrome,psychiatric toxicity (); psychiatric toxicity (),Not available,Cannabinoid CB1 receptor,SINGLE PROTEIN,Cannabinoid CB1 receptor antagonist,Not available,Not available
CHEMBL273575,NOMIFENSINE,Not available,unipolar depression,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL561,LOMEFLOXACIN,Not available,osteomyelitis; bacterial disease; eye infection,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL562,GRISEOFULVIN,Not available,tinea pedis; infection; tinea; tinea; candidiasis,Not available,Binds to beta tubulin,Tubulin,PROTEIN COMPLEX GROUP,Tubulin inhibitor,Not available,Not available
CHEMBL563,FLURBIPROFEN,Not available,eye inflammation; Myalgia; pain; Arthralgia; periodontitis; rheumatic disease; rheumatoid arthritis; HIV infection; anemia (phenotype); Low back pain; pharyngitis; Miosis; type 2 diabetes mellitus; mitochondrial disease; bone fracture,cardiotoxicity (); gastrointestinal toxicity (); neurotoxicity (),Not available,Cyclooxygenase,PROTEIN FAMILY,Cyclooxygenase inhibitor,Not available,Not available
CHEMBL564,PROMAZINE,Not available,psychosis,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL565,CLOFIBRATE,Not available,cardiovascular disease; myocardial infarction; Myocardial Ischemia,Not available,Not available,Peroxisome proliferator-activated receptor alpha,SINGLE PROTEIN,Peroxisome proliferator-activated receptor alpha agonist,Not available,Not available
CHEMBL112,ACETAMINOPHEN,Not available,"Fever; ""osteoarthritis, knee""; pain; arthritis; Cleft palate; hypertension; injury; common cold; hemorrhage; morbid obesity; bacterial meningitis; bone fracture; obesity; pulpitis; ""osteoarthritis, hip""; renal colic; neoplasm of mature B-cells; chronic myelogenous leukemia; cutaneous melanoma; infection; lymphoma; neoplasm; rheumatoid arthritis; HIV infection; malaria; multiple myeloma; kidney disease; cardiac arrhythmia; acute graft vs. host disease; post operative nausea and vomiting; lupus nephritis; neuropathic pain; non-Hodgkins lymphoma; mast-cell leukemia; sinusitis; Extramammary Paget Disease; diabetic neuropathy; tooth disease; streptococcal infection; mucositis; Myopia; Headache; Borderline personality disorder; Sepsis; Glycogen storage disease due to acid maltase deficiency; pain; acute lymphoblastic leukemia; diffuse large B-cell lymphoma; preeclampsia; hypertrophy; hepatitis B virus infection; nephrolithiasis; scoliosis; delirium; ankle fracture; rotator cuff tear; Pruritus; Patent ductus arteriosus; Back pain; Recurrent tonsillitis; Chronic pain; Neck pain; Dysmenorrhea; Crohn's disease; immune system disease; non-small cell lung carcinoma; T-cell leukemia; influenza; toothache; gastrointestinal disease; Vomiting; Nausea; Low back pain; Intervertebral disc degeneration; Tension-type headache; pharyngitis; breast cancer; brain injury; T-lymphoblastic lymphoma; chronic lymphocytic leukemia; nervous system disease; Abdominal pain; hypospadias; autoimmune thrombocytopenic purpura; concussion; pemphigus; respiratory tract infectious disorder; COVID-19; malignant glioma; acute myeloid leukemia; anxiety; muscle cramp; IgG4-related disease; myelodysplastic syndrome; Plasmodium falciparum malaria; type 1 diabetes mellitus; type 2 diabetes mellitus; osteoarthritis; Parkinson disease; migraine disorder; multiple sclerosis; nephrotic syndrome; cancer pain; Hepatitis; kidney cancer; cancer; glaucoma; systemic lupus erythematosus; glycogen storage disease III",misuse (); hepatotoxicity (); nephrotoxicity (); vascular toxicity (),Not available,Cyclooxygenase; Anandamide amidohydrolase; Vanilloid receptor,PROTEIN FAMILY; SINGLE PROTEIN,Cyclooxygenase inhibitor; Anandamide amidohydrolase inhibitor; Vanilloid receptor opener,Not available,Not available
CHEMBL277522,FENBUFEN,Not available,rheumatic disease,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL113,CAFFEINE,Not available,atrial fibrillation; cocaine dependence; attention deficit hyperactivity disorder; pain; atopic eczema; Crohn's disease; neoplasm; psoriasis; rheumatoid arthritis; obesity; intermittent vascular claudication; relapsing-remitting multiple sclerosis; chronic hepatitis C virus infection; anemia (phenotype); orthostatic hypotension; infectious disease; common cold; non-alcoholic steatohepatitis; Spinal cord injury; Headache; breast carcinoma; metastatic melanoma; hypoxia; voice disorders; Dyspnea; Back pain; Chronic pain; Neck pain; Dysmenorrhea; Low back pain; Tension-type headache; amblyopia; substance dependence; prostate cancer; narcolepsy; ulcerative colitis; HIV infection; coronary artery disease; Apnea; memory impairment; toothache; serum lipopolysaccharide activity; Alzheimer disease; amyotrophic lateral sclerosis; type 2 diabetes mellitus; Parkinson disease; migraine disorder; migraine with aura; alcohol dependence; mitochondrial disease; migraine without aura; melanoma; sexual dysfunction; metastasis; bronchopulmonary dysplasia; COVID-19,Not available,Not available,Adenosine receptor,PROTEIN FAMILY,Adenosine receptor antagonist,Not available,Not available
CHEMBL16073,PHENACETIN,Not available,pain; Fever,hematological toxicity (); hepatotoxicity (); hematological toxicity (); nephrotoxicity (); carcinogenicity (); nephrotoxicity (); nephrotoxicity (); hepatotoxicity (),Not available,Not available,Not available,Unknown,Not available,Not available
CHEMBL567,PERPHENAZINE,Not available,psychosis; cocaine dependence; anxiety; Dementia; Agitation; depressive disorder; Nausea and vomiting; schizophrenia; Ischemic stroke,psychiatric toxicity (),Not available,Dopamine D2 receptor,SINGLE PROTEIN,Dopamine D2 receptor antagonist,Not available,Not available
CHEMBL568,OXAZEPAM,Not available,anxiety; HIV infection; nicotine dependence; Dementia; depressive disorder; anxiety disorder; anxiety disorder; Agitation; schizophrenia,misuse (),Benzodiazepine site,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,GABA-A receptor; anion channel positive allosteric modulator,Not available,Not available
CHEMBL15770,SULINDAC,Not available,rheumatic disease; head and neck squamous cell carcinoma; acute myeloid leukemia; cutaneous melanoma; colorectal neoplasm; colorectal carcinoma; Familial adenomatous polyposis; breast cancer; precancerous condition; rheumatoid arthritis; Desmoid-type fibromatosis; spondylitis; osteoarthritis; fragile X syndrome,gastrointestinal toxicity (); cardiotoxicity (); neurotoxicity (),Not available,Cyclooxygenase,PROTEIN FAMILY,Cyclooxygenase inhibitor,Not available,Not available
CHEMBL15677,FENCLOFENAC,Not available,Not available,dermatological toxicity (); carcinogenicity (); dermatological toxicity (),Not available,Cyclooxygenase,PROTEIN FAMILY,Cyclooxygenase inhibitor,Not available,Not available
CHEMBL416898,CHLOROPHENOTHANE,Not available,parasitic infection,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL276520,INDALPINE,Not available,Not available,hematological toxicity (),Not available,Serotonin transporter,SINGLE PROTEIN,Serotonin transporter inhibitor,Not available,Not available
CHEMBL569,PROCAINE,Not available,osteomyelitis; hemorrhoid,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL570,TRIFLUPROMAZINE,Not available,psychosis,Not available,Not available,Dopamine D2 receptor,SINGLE PROTEIN,Dopamine D2 receptor antagonist,Not available,Not available
CHEMBL571,KETOPROFEN,Not available,"Myalgia; Arthralgia; ""osteoarthritis, knee""; rheumatic disease; post operative nausea and vomiting; renal colic; periodontitis; reproductive system disease; pain; injury; sprain; Low back pain; tendinitis; nephrolithiasis; bursitis; inflammation; rheumatoid arthritis; Dysmenorrhea; osteoarthritis; migraine disorder",cardiotoxicity (); gastrointestinal toxicity (); neurotoxicity (),Not available,Cyclooxygenase,PROTEIN FAMILY,Cyclooxygenase inhibitor,Not available,Not available
CHEMBL572,NITROFURANTOIN,Not available,urinary tract infection; osteomyelitis; cystitis; bacterial disease,Not available,Not available,DNA,NUCLEIC-ACID,DNA inhibitor,Not available,Not available
CHEMBL15870,INDOPROFEN,Not available,rheumatic disease,gastrointestinal toxicity (); gastrointestinal toxicity (); gastrointestinal toxicity (); carcinogenicity (); carcinogenicity (),Not available,Cyclooxygenase,PROTEIN FAMILY,Cyclooxygenase inhibitor,Not available,Not available
CHEMBL15891,LINDANE,Not available,parasitic infection; lice infestation,neurotoxicity (),Not available,GABA-A receptor,PROTEIN COMPLEX GROUP,GABA-A receptor negative allosteric modulator,Not available,Not available
CHEMBL573,NIACIN,Not available,HIV infection; psychosis; Disorder of lipid metabolism; metabolic syndrome; Hypercholesterolemia; aortic stenosis; atherosclerosis; acute coronary syndrome; obesity; anemia (phenotype); retinal vein occlusion; HIV-1 infection; myocardial infarction; heart failure; carotid artery disease; intermittent vascular claudication; obsessive-compulsive disorder; familial hypercholesterolemia; Myocardial Ischemia; Combined hyperlipidemia; chronic kidney disease; Iron deficiency anemia; post-traumatic stress disorder; acne; non-Hodgkins lymphoma; carotid atherosclerosis; cerebral atherosclerosis; Flushing; major depressive disorder; glioblastoma multiforme; stroke; coronary artery disease; systolic heart failure; Ischemic stroke; Abdominal pain; cardiovascular disease; nicotine dependence; type 2 diabetes mellitus; sickle cell anemia; tuberculosis; hyperlipidemia; cancer; migraine disorder,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL575,METHICILLIN,Not available,osteomyelitis; bacterial disease,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL16080,TRICHLOROETHANE,Not available,Not available,misuse (); cardiotoxicity (),Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL278172,BENZOCAINE,Not available,Pruritus; Otitis media; pain; obesity; Eczema; Anesthesia; hemorrhoid; pharyngitis; sunburn; burn; toothache; Nasal congestion; inflammation; Insect Bites and Stings; asthma; premature ejaculation,Not available,Not available,Not available,Not available,Unknown,Not available,Not available
